ticket_id,description,timestamp,category,sentiment,sentiment_label,priority
380,account login error,2025-07-21 11:00:00,Account,0.0,neutral,High
381,app not loading images,2025-07-21 13:15:00,Software,0.0,neutral,Low
382,network outage reported,2025-07-22 09:30:00,Network,0.0,neutral,Low
383,billing error payment declined,2025-07-22 11:45:00,Billing,0.0,neutral,High
384,server performance degraded,2025-07-22 14:00:00,Server,0.0,neutral,Low
385,software crash on startup,2025-07-23 08:15:00,Software,0.0,neutral,High
386,feature request custom reports,2025-07-23 10:30:00,Feature,0.0,neutral,Low
387,database access issue,2025-07-23 12:45:00,Database,0.0,neutral,Medium
388,account email update issue,2025-07-24 09:00:00,Account,0.0,neutral,Medium
389,app crash during export,2025-07-24 11:15:00,Software,0.0,neutral,High
390,network security concern,2025-07-24 13:30:00,Network,0.0,neutral,Low
391,billing dispute double charge,2025-07-25 08:45:00,Billing,0.0,neutral,Low
392,server disk full alert,2025-07-25 11:00:00,Server,0.35,positive,Low
393,software error file corruption,2025-07-25 13:15:00,Software,0.0,neutral,High
394,feature request user analytics,2025-07-26 09:30:00,Feature,0.0,neutral,Low
395,database connection timeout,2025-07-26 11:45:00,Database,0.0,neutral,High
396,account locked after attempts,2025-07-26 14:00:00,Account,0.0,neutral,Low
397,app freezing on load,2025-07-27 08:15:00,Software,0.0,neutral,Low
398,network latency issue,2025-07-27 10:30:00,Network,0.0,neutral,Medium
399,billing issue incorrect plan,2025-07-27 12:45:00,Billing,0.0,neutral,Medium
400,server crash during update,2025-07-28 09:00:00,Server,0.0,neutral,High
401,software bug data loss,2025-07-28 11:15:00,Software,0.0,neutral,Low
402,feature request custom dashboard,2025-07-28 13:30:00,Feature,0.0,neutral,Low
403,database query failure,2025-07-29 08:45:00,Database,-0.31666666666666665,negative,High
404,account login failure,2025-07-29 11:00:00,Account,-0.31666666666666665,negative,High
405,app not displaying content,2025-07-29 13:15:00,Software,0.0,neutral,Low
406,network firewall blocking,2025-07-30 09:30:00,Network,0.0,neutral,Low
407,billing query overbilled,2025-07-30 11:45:00,Billing,0.0,neutral,Medium
408,server maintenance needed,2025-07-30 14:00:00,Server,0.0,neutral,Low
409,software crash on mobile,2025-07-31 08:15:00,Software,0.0,neutral,High
410,feature request export to csv,2025-07-31 10:30:00,Feature,0.0,neutral,Low
411,database access denied,2025-07-31 12:45:00,Database,0.0,neutral,High
412,account verification problem,2025-08-01 09:00:00,Account,0.0,neutral,Medium
413,app slow during peak hours,2025-08-01 11:15:00,Software,-0.30000000000000004,negative,High
414,network connection dropped,2025-08-01 13:30:00,Network,0.0,neutral,Low
415,billing error double charge,2025-08-02 08:45:00,Billing,0.0,neutral,High
416,server timeout issue,2025-08-02 11:00:00,Server,0.0,neutral,High
417,software error ui not rendering,2025-08-02 13:15:00,Software,0.0,neutral,High
418,feature request realtime sync,2025-08-03 09:30:00,Feature,0.0,neutral,Low
419,database connection error,2025-08-03 11:45:00,Database,0.0,neutral,High
420,account password reset issue,2025-08-03 14:00:00,Account,0.0,neutral,Medium
421,app crash on specific feature,2025-08-04 08:15:00,Software,0.0,neutral,High
422,network bandwidth low,2025-08-04 10:30:00,Network,0.0,neutral,Low
423,billing dispute refund request,2025-08-04 12:45:00,Billing,0.0,neutral,Low
424,server performance slow,2025-08-05 09:00:00,Server,-0.30000000000000004,negative,High
425,software bug incorrect output,2025-08-05 11:15:00,Software,0.0,neutral,Low
426,feature request user roles,2025-08-05 13:30:00,Feature,0.0,neutral,Low
427,database backup issue,2025-08-06 08:45:00,Database,0.0,neutral,Medium
428,account email update issue,2025-08-06 11:00:00,Account,0.0,neutral,Medium
429,app not responding to inputs,2025-08-06 13:15:00,Software,0.0,neutral,Low
430,network security concern,2025-08-07 09:30:00,Network,0.0,neutral,Low
431,billing issue payment declined,2025-08-07 11:45:00,Billing,0.0,neutral,Medium
432,server disk full alert,2025-08-07 14:00:00,Server,0.35,positive,Low
433,software crash during sync,2025-08-08 08:15:00,Software,0.0,neutral,High
434,feature request custom alerts,2025-08-08 10:30:00,Feature,0.0,neutral,Low
435,database query timeout,2025-08-08 12:45:00,Database,0.0,neutral,High
436,account locked unexpectedly,2025-08-09 09:00:00,Account,0.1,positive,Low
437,app freezing on startup,2025-08-09 11:15:00,Software,0.0,neutral,Low
438,network latency issue,2025-08-09 13:30:00,Network,0.0,neutral,Medium
439,billing query subscription cancel,2025-08-10 08:45:00,Billing,0.0,neutral,Medium
440,server maintenance overdue,2025-08-10 11:00:00,Server,0.0,neutral,Low
441,software error data not saving,2025-08-10 13:15:00,Software,0.0,neutral,High
442,feature request user analytics,2025-08-11 09:30:00,Feature,0.0,neutral,Low
443,database connection refused,2025-08-11 11:45:00,Database,0.0,neutral,Low
444,account login error,2025-08-11 14:00:00,Account,0.0,neutral,High
445,app not loading images,2025-08-12 08:15:00,Software,0.0,neutral,Low
446,network firewall blocking,2025-08-12 10:30:00,Network,0.0,neutral,Low
447,billing error wrong amount,2025-08-12 12:45:00,Billing,-0.5,negative,High
448,server crash during backup,2025-08-13 09:00:00,Server,0.0,neutral,High
449,software bug ui glitch,2025-08-13 11:15:00,Software,0.0,neutral,Low
450,feature request mobile app support,2025-08-13 13:30:00,Feature,0.0,neutral,Low
451,database query error,2025-08-14 08:45:00,Database,0.0,neutral,High
452,account verification delay,2025-08-14 11:00:00,Account,0.0,neutral,Low
453,app crash during export,2025-08-14 13:15:00,Software,0.0,neutral,High
454,network connection unstable,2025-08-15 09:30:00,Network,0.0,neutral,Low
455,billing dispute overcharge,2025-08-15 11:45:00,Billing,0.0,neutral,Low
456,server performance degraded,2025-08-15 14:00:00,Server,0.0,neutral,Low
457,software crash on mobile,2025-08-16 08:15:00,Software,0.0,neutral,High
458,feature request custom dashboard,2025-08-16 10:30:00,Feature,0.0,neutral,Low
459,database access issue,2025-08-16 12:45:00,Database,0.0,neutral,Medium
460,account email update issue,2025-08-17 09:00:00,Account,0.0,neutral,Medium
461,app slow to respond,2025-08-17 11:15:00,Software,-0.30000000000000004,negative,High
462,network bandwidth low,2025-08-17 13:30:00,Network,0.0,neutral,Low
463,billing issue incorrect plan,2025-08-18 08:45:00,Billing,0.0,neutral,Medium
464,server timeout issue,2025-08-18 11:00:00,Server,0.0,neutral,High
465,software error file corruption,2025-08-18 13:15:00,Software,0.0,neutral,High
466,feature request realtime updates,2025-08-19 09:30:00,Feature,0.0,neutral,Low
467,database connection timeout,2025-08-19 11:45:00,Database,0.0,neutral,High
468,account password reset issue,2025-08-19 14:00:00,Account,0.0,neutral,Medium
469,app not displaying content,2025-08-20 08:15:00,Software,0.0,neutral,Low
470,network security concern,2025-08-20 10:30:00,Network,0.0,neutral,Low
471,billing query overbilled,2025-08-20 12:45:00,Billing,0.0,neutral,Medium
472,server disk full alert,2025-08-21 09:00:00,Server,0.35,positive,Low
473,software bug data loss,2025-08-21 11:15:00,Software,0.0,neutral,Low
474,feature request user roles,2025-08-21 13:30:00,Feature,0.0,neutral,Low
475,database query failure,2025-08-22 08:45:00,Database,-0.31666666666666665,negative,High
476,account login failure,2025-08-22 11:00:00,Account,-0.31666666666666665,negative,High
477,app crash on specific feature,2025-08-22 13:15:00,Software,0.0,neutral,High
478,network latency issue,2025-08-23 09:30:00,Network,0.0,neutral,Medium
479,billing error double charge,2025-08-23 11:45:00,Billing,0.0,neutral,High
480,server maintenance needed,2025-08-23 14:00:00,Server,0.0,neutral,Low
481,software crash during sync,2025-08-24 08:15:00,Software,0.0,neutral,High
482,feature request export to csv,2025-08-24 10:30:00,Feature,0.0,neutral,Low
483,database access denied,2025-08-24 12:45:00,Database,0.0,neutral,High
484,account verification problem,2025-08-25 09:00:00,Account,0.0,neutral,Medium
485,app freezing on load,2025-08-25 11:15:00,Software,0.0,neutral,Low
486,network connection dropped,2025-08-25 13:30:00,Network,0.0,neutral,Low
487,billing dispute refund request,2025-08-26 08:45:00,Billing,0.0,neutral,Low
488,server performance slow,2025-08-26 11:00:00,Server,-0.30000000000000004,negative,High
489,software error ui not rendering,2025-08-26 13:15:00,Software,0.0,neutral,High
490,feature request custom alerts,2025-08-27 09:30:00,Feature,0.0,neutral,Low
491,database connection error,2025-08-27 11:45:00,Database,0.0,neutral,High
492,account email update issue,2025-08-27 14:00:00,Account,0.0,neutral,Medium
493,app not loading images,2025-08-28 08:15:00,Software,0.0,neutral,Low
494,network firewall blocking,2025-08-28 10:30:00,Network,0.0,neutral,Low
495,billing issue payment declined,2025-08-28 12:45:00,Billing,0.0,neutral,Medium
496,server crash during update,2025-08-29 09:00:00,Server,0.0,neutral,High
497,software bug incorrect output,2025-08-29 11:15:00,Software,0.0,neutral,Low
498,feature request user analytics,2025-08-29 13:30:00,Feature,0.0,neutral,Low
499,database query timeout,2025-08-30 08:45:00,Database,0.0,neutral,High
500,account locked after attempts,2025-08-30 11:00:00,Account,0.0,neutral,Low
501,app crash during export,2025-08-30 13:15:00,Software,0.0,neutral,High
502,network bandwidth low,2025-08-31 09:30:00,Network,0.0,neutral,Low
503,billing query subscription cancel,2025-08-31 11:45:00,Billing,0.0,neutral,Medium
504,server maintenance overdue,2025-07-09 14:00:00,Server,0.0,neutral,Low
505,software error data not saving,2025-07-09 16:15:00,Software,0.0,neutral,High
506,feature request custom dashboard,2025-07-10 08:30:00,Feature,0.0,neutral,Low
507,database backup issue,2025-07-10 10:45:00,Database,0.0,neutral,Medium
508,account login error,2025-07-10 13:00:00,Account,0.0,neutral,High
509,app not responding to inputs,2025-07-11 09:15:00,Software,0.0,neutral,Low
510,network security concern,2025-07-11 11:30:00,Network,0.0,neutral,Low
511,billing error double charge,2025-07-11 13:45:00,Billing,0.0,neutral,High
512,server disk full alert,2025-07-12 08:00:00,Server,0.35,positive,Low
513,software crash on mobile,2025-07-12 10:15:00,Software,0.0,neutral,High
514,feature request realtime sync,2025-07-12 12:30:00,Feature,0.0,neutral,Low
515,database connection refused,2025-07-13 09:45:00,Database,0.0,neutral,Low
516,account verification delay,2025-07-13 12:00:00,Account,0.0,neutral,Low
517,app slow to load,2025-07-13 14:15:00,Software,-0.30000000000000004,negative,High
518,network latency issue,2025-07-14 08:30:00,Network,0.0,neutral,Medium
519,billing dispute overcharge,2025-07-14 10:45:00,Billing,0.0,neutral,Low
520,server performance degraded,2025-07-14 13:00:00,Server,0.0,neutral,Low
521,software bug ui glitch,2025-07-15 09:15:00,Software,0.0,neutral,Low
522,feature request user roles,2025-07-15 11:30:00,Feature,0.0,neutral,Low
523,database query error,2025-07-15 13:45:00,Database,0.0,neutral,High
524,account password reset issue,2025-07-16 08:00:00,Account,0.0,neutral,Medium
525,app crash during sync,2025-07-16 10:15:00,Software,0.0,neutral,High
526,network connection unstable,2025-07-16 12:30:00,Network,0.0,neutral,Low
527,billing issue incorrect plan,2025-07-17 08:45:00,Billing,0.0,neutral,Medium
528,server timeout issue,2025-07-17 11:00:00,Server,0.0,neutral,High
529,software error file corruption,2025-07-17 13:15:00,Software,0.0,neutral,High
530,feature request export to csv,2025-07-18 09:30:00,Feature,0.0,neutral,Low
531,database access issue,2025-07-18 11:45:00,Database,0.0,neutral,Medium
532,account email update issue,2025-07-18 14:00:00,Account,0.0,neutral,Medium
533,app not displaying content,2025-07-19 08:15:00,Software,0.0,neutral,Low
534,network firewall blocking,2025-07-19 10:30:00,Network,0.0,neutral,Low
535,billing query overbilled,2025-07-19 12:45:00,Billing,0.0,neutral,Medium
536,server crash during backup,2025-07-20 09:00:00,Server,0.0,neutral,High
537,software bug data loss,2025-07-20 11:15:00,Software,0.0,neutral,Low
538,feature request custom reports,2025-07-20 13:30:00,Feature,0.0,neutral,Low
539,database connection timeout,2025-07-21 08:45:00,Database,0.0,neutral,High
540,account login failure,2025-07-21 11:00:00,Account,-0.31666666666666665,negative,High
541,app freezing on load,2025-07-21 13:15:00,Software,0.0,neutral,Low
542,network bandwidth low,2025-07-22 09:30:00,Network,0.0,neutral,Low
543,billing error payment declined,2025-07-22 11:45:00,Billing,0.0,neutral,High
544,server maintenance needed,2025-07-22 14:00:00,Server,0.0,neutral,Low
545,software crash on startup,2025-07-23 08:15:00,Software,0.0,neutral,High
546,feature request user analytics,2025-07-23 10:30:00,Feature,0.0,neutral,Low
547,database query failure,2025-07-23 12:45:00,Database,-0.31666666666666665,negative,High
548,account verification problem,2025-07-24 09:00:00,Account,0.0,neutral,Medium
549,app not loading images,2025-07-24 11:15:00,Software,0.0,neutral,Low
550,network security concern,2025-07-24 13:30:00,Network,0.0,neutral,Low
551,billing dispute double charge,2025-07-25 08:45:00,Billing,0.0,neutral,Low
552,server performance slow,2025-07-25 11:00:00,Server,-0.30000000000000004,negative,High
553,software error ui not rendering,2025-07-25 13:15:00,Software,0.0,neutral,High
554,feature request custom dashboard,2025-07-26 09:30:00,Feature,0.0,neutral,Low
555,database access denied,2025-07-26 11:45:00,Database,0.0,neutral,High
556,account email update issue,2025-07-26 14:00:00,Account,0.0,neutral,Medium
557,app crash during export,2025-07-27 08:15:00,Software,0.0,neutral,High
558,network latency issue,2025-07-27 10:30:00,Network,0.0,neutral,Medium
559,billing issue incorrect plan,2025-07-27 12:45:00,Billing,0.0,neutral,Medium
560,server timeout issue,2025-07-28 09:00:00,Server,0.0,neutral,High
561,software bug incorrect output,2025-07-28 11:15:00,Software,0.0,neutral,Low
562,feature request realtime sync,2025-07-28 13:30:00,Feature,0.0,neutral,Low
563,database connection error,2025-07-29 08:45:00,Database,0.0,neutral,High
564,account password reset issue,2025-07-29 11:00:00,Account,0.0,neutral,Medium
565,app not responding to inputs,2025-07-29 13:15:00,Software,0.0,neutral,Low
566,network firewall blocking,2025-07-30 09:30:00,Network,0.0,neutral,Low
567,billing query overbilled,2025-07-30 11:45:00,Billing,0.0,neutral,Medium
568,server disk full alert,2025-07-30 14:00:00,Server,0.35,positive,Low
569,software crash during sync,2025-07-31 08:15:00,Software,0.0,neutral,High
570,feature request user roles,2025-07-31 10:30:00,Feature,0.0,neutral,Low
571,database query timeout,2025-07-31 12:45:00,Database,0.0,neutral,High
572,account login error,2025-08-01 09:00:00,Account,0.0,neutral,High
573,app freezing on startup,2025-08-01 11:15:00,Software,0.0,neutral,Low
574,network connection unstable,2025-08-01 13:30:00,Network,0.0,neutral,Low
575,billing error double charge,2025-08-02 08:45:00,Billing,0.0,neutral,High
576,server maintenance overdue,2025-08-02 11:00:00,Server,0.0,neutral,Low
577,software error data not saving,2025-08-02 13:15:00,Software,0.0,neutral,High
578,feature request custom alerts,2025-08-03 09:30:00,Feature,0.0,neutral,Low
579,database backup issue,2025-08-03 11:45:00,Database,0.0,neutral,Medium
580,account verification delay,2025-08-03 14:00:00,Account,0.0,neutral,Low
581,app not displaying content,2025-08-04 08:15:00,Software,0.0,neutral,Low
582,network security concern,2025-08-04 10:30:00,Network,0.0,neutral,Low
583,billing dispute refund request,2025-08-04 12:45:00,Billing,0.0,neutral,Low
584,server performance slow,2025-08-05 09:00:00,Server,-0.30000000000000004,negative,High
585,software bug ui glitch,2025-08-05 11:15:00,Software,0.0,neutral,Low
586,feature request user analytics,2025-08-05 13:30:00,Feature,0.0,neutral,Low
587,database connection refused,2025-08-06 08:45:00,Database,0.0,neutral,Low
588,account email update issue,2025-08-06 11:00:00,Account,0.0,neutral,Medium
589,app crash on specific feature,2025-08-06 13:15:00,Software,0.0,neutral,High
590,network latency issue,2025-08-07 09:30:00,Network,0.0,neutral,Medium
591,billing issue payment declined,2025-08-07 11:45:00,Billing,0.0,neutral,Medium
592,server timeout issue,2025-08-07 14:00:00,Server,0.0,neutral,High
593,software error file corruption,2025-08-08 08:15:00,Software,0.0,neutral,High
594,feature request custom dashboard,2025-08-08 10:30:00,Feature,0.0,neutral,Low
595,database query error,2025-08-08 12:45:00,Database,0.0,neutral,High
596,account login failure,2025-08-09 09:00:00,Account,-0.31666666666666665,negative,High
597,app not loading images,2025-08-09 11:15:00,Software,0.0,neutral,Low
598,network bandwidth low,2025-08-09 13:30:00,Network,0.0,neutral,Low
599,billing query overbilled,2025-08-10 08:45:00,Billing,0.0,neutral,Medium
600,server crash during backup,2025-08-10 11:00:00,Server,0.0,neutral,High
601,software crash on mobile,2025-08-10 13:15:00,Software,0.0,neutral,High
602,feature request realtime sync,2025-08-11 09:30:00,Feature,0.0,neutral,Low
603,database access issue,2025-08-11 11:45:00,Database,0.0,neutral,Medium
604,account verification problem,2025-08-11 14:00:00,Account,0.0,neutral,Medium
605,app slow to respond,2025-08-12 08:15:00,Software,-0.30000000000000004,negative,High
606,network connection dropped,2025-08-12 10:30:00,Network,0.0,neutral,Low
607,billing error double charge,2025-08-12 12:45:00,Billing,0.0,neutral,High
608,server maintenance needed,2025-08-13 09:00:00,Server,0.0,neutral,Low
609,software bug data loss,2025-08-13 11:15:00,Software,0.0,neutral,Low
610,feature request user roles,2025-08-13 13:30:00,Feature,0.0,neutral,Low
611,database connection timeout,2025-08-14 08:45:00,Database,0.0,neutral,High
612,account password reset issue,2025-08-14 11:00:00,Account,0.0,neutral,Medium
613,app freezing on load,2025-08-14 13:15:00,Software,0.0,neutral,Low
614,network security concern,2025-08-15 09:30:00,Network,0.0,neutral,Low
615,billing dispute refund request,2025-08-15 11:45:00,Billing,0.0,neutral,Low
616,server performance slow,2025-08-15 14:00:00,Server,-0.30000000000000004,negative,High
617,software error ui not rendering,2025-08-16 08:15:00,Software,0.0,neutral,High
618,feature request custom alerts,2025-08-16 10:30:00,Feature,0.0,neutral,Low
619,database query failure,2025-08-16 12:45:00,Database,-0.31666666666666665,negative,High
620,account email update issue,2025-08-17 09:00:00,Account,0.0,neutral,Medium
621,app crash during export,2025-08-17 11:15:00,Software,0.0,neutral,High
622,network latency issue,2025-08-17 13:30:00,Network,0.0,neutral,Medium
623,billing issue incorrect plan,2025-08-18 08:45:00,Billing,0.0,neutral,Medium
624,server timeout issue,2025-08-18 11:00:00,Server,0.0,neutral,High
625,software bug incorrect output,2025-08-18 13:15:00,Software,0.0,neutral,Low
626,feature request user analytics,2025-08-19 09:30:00,Feature,0.0,neutral,Low
627,database access denied,2025-08-19 11:45:00,Database,0.0,neutral,High
628,account login error,2025-08-19 14:00:00,Account,0.0,neutral,High
629,app not displaying content,2025-08-20 08:15:00,Software,0.0,neutral,Low
630,network firewall blocking,2025-08-20 10:30:00,Network,0.0,neutral,Low
631,billing query overbilled,2025-08-20 12:45:00,Billing,0.0,neutral,Medium
632,server disk full alert,2025-08-21 09:00:00,Server,0.35,positive,Low
633,software crash during sync,2025-08-21 11:15:00,Software,0.0,neutral,High
634,feature request custom dashboard,2025-08-21 13:30:00,Feature,0.0,neutral,Low
635,database connection error,2025-08-22 08:45:00,Database,0.0,neutral,High
636,account verification delay,2025-08-22 11:00:00,Account,0.0,neutral,Low
637,app slow to load,2025-08-22 13:15:00,Software,-0.30000000000000004,negative,High
638,network bandwidth low,2025-08-23 09:30:00,Network,0.0,neutral,Low
639,billing error double charge,2025-08-23 11:45:00,Billing,0.0,neutral,High
640,server maintenance overdue,2025-08-23 14:00:00,Server,0.0,neutral,Low
641,software error data not saving,2025-08-24 08:15:00,Software,0.0,neutral,High
642,feature request realtime sync,2025-08-24 10:30:00,Feature,0.0,neutral,Low
643,database query timeout,2025-08-24 12:45:00,Database,0.0,neutral,High
644,account password reset issue,2025-08-25 09:00:00,Account,0.0,neutral,Medium
645,app freezing on startup,2025-08-25 11:15:00,Software,0.0,neutral,Low
646,network security concern,2025-08-25 13:30:00,Network,0.0,neutral,Low
647,billing dispute refund request,2025-08-26 08:45:00,Billing,0.0,neutral,Low
648,server performance slow,2025-08-26 11:00:00,Server,-0.30000000000000004,negative,High
649,software bug ui glitch,2025-08-26 13:15:00,Software,0.0,neutral,Low
650,feature request user roles,2025-08-27 09:30:00,Feature,0.0,neutral,Low
651,database connection refused,2025-08-27 11:45:00,Database,0.0,neutral,Low
652,account login failure,2025-08-27 14:00:00,Account,-0.31666666666666665,negative,High
653,app crash on specific feature,2025-08-28 08:15:00,Software,0.0,neutral,High
654,network latency issue,2025-08-28 10:30:00,Network,0.0,neutral,Medium
655,billing issue payment declined,2025-08-28 12:45:00,Billing,0.0,neutral,Medium
656,server timeout issue,2025-08-29 09:00:00,Server,0.0,neutral,High
657,software error file corruption,2025-08-29 11:15:00,Software,0.0,neutral,High
658,feature request custom alerts,2025-08-29 13:30:00,Feature,0.0,neutral,Low
659,database query error,2025-08-30 08:45:00,Database,0.0,neutral,High
660,account email update issue,2025-08-30 11:00:00,Account,0.0,neutral,Medium
661,app not loading images,2025-08-30 13:15:00,Software,0.0,neutral,Low
662,network connection unstable,2025-08-31 09:30:00,Network,0.0,neutral,Low
663,billing query overbilled,2025-08-31 11:45:00,Billing,0.0,neutral,Medium
664,server crash during backup,2025-07-09 14:00:00,Server,0.0,neutral,High
665,software bug data loss,2025-07-09 16:15:00,Software,0.0,neutral,Low
666,feature request user analytics,2025-07-10 08:30:00,Feature,0.0,neutral,Low
667,database access issue,2025-07-10 10:45:00,Database,0.0,neutral,Medium
668,account verification problem,2025-07-10 13:00:00,Account,0.0,neutral,Medium
669,app slow to respond,2025-07-11 09:15:00,Software,-0.30000000000000004,negative,High
670,network firewall blocking,2025-07-11 11:30:00,Network,0.0,neutral,Low
671,billing error double charge,2025-07-11 13:45:00,Billing,0.0,neutral,High
672,server maintenance needed,2025-07-12 08:00:00,Server,0.0,neutral,Low
673,software crash on mobile,2025-07-12 10:15:00,Software,0.0,neutral,High
674,feature request custom dashboard,2025-07-12 12:30:00,Feature,0.0,neutral,Low
675,database connection timeout,2025-07-13 09:45:00,Database,0.0,neutral,High
676,account login error,2025-07-13 12:00:00,Account,0.0,neutral,High
677,app not displaying content,2025-07-13 14:15:00,Software,0.0,neutral,Low
678,network security concern,2025-07-14 08:30:00,Network,0.0,neutral,Low
679,billing dispute refund request,2025-07-14 10:45:00,Billing,0.0,neutral,Low
680,server performance slow,2025-07-14 13:00:00,Server,-0.30000000000000004,negative,High
681,software error ui not rendering,2025-07-15 09:15:00,Software,0.0,neutral,High
682,feature request realtime sync,2025-07-15 11:30:00,Feature,0.0,neutral,Low
683,database query failure,2025-07-15 13:45:00,Database,-0.31666666666666665,negative,High
684,account password reset issue,2025-07-16 08:00:00,Account,0.0,neutral,Medium
685,app crash during export,2025-07-16 10:15:00,Software,0.0,neutral,High
686,network latency issue,2025-07-16 12:30:00,Network,0.0,neutral,Medium
687,billing issue incorrect plan,2025-07-17 08:45:00,Billing,0.0,neutral,Medium
688,server timeout issue,2025-07-17 11:00:00,Server,0.0,neutral,High
689,software bug incorrect output,2025-07-17 13:15:00,Software,0.0,neutral,Low
690,feature request user roles,2025-07-18 09:30:00,Feature,0.0,neutral,Low
691,database access denied,2025-07-18 11:45:00,Database,0.0,neutral,High
692,account verification delay,2025-07-18 14:00:00,Account,0.0,neutral,Low
693,app freezing on load,2025-07-19 08:15:00,Software,0.0,neutral,Low
694,network connection unstable,2025-07-19 10:30:00,Network,0.0,neutral,Low
695,billing query overbilled,2025-07-19 12:45:00,Billing,0.0,neutral,Medium
696,server disk full alert,2025-07-20 09:00:00,Server,0.35,positive,Low
697,software error data not saving,2025-07-20 11:15:00,Software,0.0,neutral,High
698,feature request custom alerts,2025-07-20 13:30:00,Feature,0.0,neutral,Low
699,database connection error,2025-07-21 08:45:00,Database,0.0,neutral,High
700,account login failure,2025-07-21 11:00:00,Account,-0.31666666666666665,negative,High
